stage,judge1,judge2,cohens_kappa,observed_agreement,expected_agreement,n_participants,interpretation
stage1,John Alison,Akiko Ebi,0.3423799582463464,0.8214285714285714,0.7284580498866213,84,weak
stage1,Yulianna Avdeeva,Ewa Pobłocka,0.3406593406593405,0.8125,0.7156250000000001,80,weak
stage1,Momo Kodama,Wojciech Świtała,0.3362831858407079,0.8125,0.7175,80,weak
stage1,Dang Thai Son,Ewa Pobłocka,0.33333333333333354,0.7428571428571429,0.6142857142857142,70,weak
stage2,Momo Kodama,John Rink,0.33333333333333304,0.725,0.5875000000000001,40,weak
stage2,K. Popowa-Zydroń,John Rink,0.3294117647058823,0.6842105263157895,0.5290858725761773,38,weak
stage1,Robert McDonald,Piotr Paleczny,0.3246445497630336,0.8026315789473685,0.7077562326869805,76,weak
stage2,Michel Beroff,Ewa Pobłocka,0.31921824104234514,0.7105263157894737,0.5747922437673131,38,weak
stage2,Ewa Pobłocka,John Rink,0.31921824104234514,0.7105263157894737,0.5747922437673131,38,weak
stage1,Krzysztof Jabłoński,Kevin Kenner,0.3154929577464788,0.8518518518518519,0.783569577808261,81,weak
stage2,Piotr Paleczny,Ewa Pobłocka,0.3148148148148148,0.7297297297297297,0.6055514974433893,37,weak
stage1,Yulianna Avdeeva,Momo Kodama,0.3144329896907216,0.7738095238095238,0.6700680272108844,84,weak
stage1,Kevin Kenner,Ewa Pobłocka,0.31044776119403006,0.8441558441558441,0.7739922415247089,77,weak
stage1,Yulianna Avdeeva,K. Popowa-Zydroń,0.30625686059275553,0.7974683544303798,0.7080596058323986,79,weak
stage2,Dang Thai Son,Akiko Ebi,0.3009708737864077,0.6666666666666666,0.5231481481481481,36,weak
stage3,Sa Chen,Momo Kodama,0.30000000000000004,0.65,0.5,20,weak
stage3,Akiko Ebi,Kevin Kenner,0.30000000000000004,0.65,0.5,20,weak
stage3,John Alison,Sa Chen,0.30000000000000004,0.65,0.5,20,weak
stage3,Nelson Goerner,Kevin Kenner,0.30000000000000004,0.65,0.5,20,weak
stage3,Michel Beroff,Akiko Ebi,0.30000000000000004,0.65,0.5,20,weak
stage3,Yulianna Avdeeva,Momo Kodama,0.30000000000000004,0.65,0.5,20,weak
stage3,Nelson Goerner,John Rink,0.30000000000000004,0.65,0.5,20,weak
stage3,Yulianna Avdeeva,John Rink,0.30000000000000004,0.65,0.5,20,weak
stage3,Krzysztof Jabłoński,Kevin Kenner,0.30000000000000004,0.65,0.5,20,weak
stage2,Akiko Ebi,Momo Kodama,0.2972972972972974,0.675,0.5375,40,weak
stage1,Piotr Paleczny,Ewa Pobłocka,0.2925373134328358,0.810126582278481,0.7316135234738023,79,weak
stage3,Nelson Goerner,Wojciech Świtała,0.28571428571428575,0.65,0.51,20,weak
stage3,Akiko Ebi,Wojciech Świtała,0.28571428571428575,0.65,0.51,20,weak
stage3,Sa Chen,Wojciech Świtała,0.28571428571428575,0.65,0.51,20,weak
stage2,John Alison,Kevin Kenner,0.2857142857142857,0.7,0.58,40,weak
stage1,Kevin Kenner,Wojciech Świtała,0.2834645669291341,0.8311688311688312,0.764378478664193,77,weak
stage1,Yulianna Avdeeva,Piotr Paleczny,0.27937095282146157,0.7682926829268293,0.6784651992861392,82,weak
stage1,John Alison,Krzysztof Jabłoński,0.27896995708154537,0.8095238095238095,0.7358276643990929,84,weak
stage1,Akiko Ebi,Piotr Paleczny,0.2759381898454749,0.8048780487804879,0.7305175490779298,82,weak
stage1,Michel Beroff,Momo Kodama,0.2758620689655169,0.7857142857142857,0.7040816326530613,84,weak
stage1,Sa Chen,Wojciech Świtała,0.27346115035317897,0.775,0.6903124999999999,80,weak
stage2,Nelson Goerner,Robert McDonald,0.2732919254658384,0.6388888888888888,0.5030864197530864,36,weak
stage1,Garrick Ohlsson,Yulianna Avdeeva,0.27237728585178045,0.7857142857142857,0.7054988662131519,84,weak
stage1,Dang Thai Son,Wojciech Świtała,0.271676300578035,0.7428571428571429,0.646938775510204,70,weak
stage1,Robert McDonald,Ewa Pobłocka,0.2684703433922995,0.7432432432432432,0.6490138787436085,74,weak
stage1,John Alison,Momo Kodama,0.26315789473684176,0.7619047619047619,0.6768707482993198,84,weak
stage1,Nelson Goerner,Ewa Pobłocka,0.2631578947368417,0.825,0.7625000000000001,80,weak
stage1,Nelson Goerner,Wojciech Świtała,0.26218708827404424,0.825,0.7628125000000001,80,weak
stage2,Akiko Ebi,John Rink,0.26121372031662277,0.65,0.52625,40,weak
stage1,Sa Chen,Dang Thai Son,0.2607781282860146,0.7432432432432432,0.6526661796932067,74,weak
stage2,Michel Beroff,Krzysztof Jabłoński,0.25714285714285723,0.675,0.5625,40,weak
stage1,Piotr Paleczny,John Rink,0.2513426423200859,0.7926829268292683,0.723081499107674,82,weak
stage2,Michel Beroff,Kevin Kenner,0.2500000000000001,0.7,0.5999999999999999,40,weak
stage1,Yulianna Avdeeva,Wojciech Świtała,0.24778761061946888,0.7875,0.7175,80,weak
stage1,Akiko Ebi,Nelson Goerner,0.2446043165467624,0.8214285714285714,0.7636054421768708,84,weak
stage1,Dang Thai Son,Piotr Paleczny,0.24210526315789485,0.75,0.6701388888888888,72,weak
stage1,Michel Beroff,Sa Chen,0.23913043478260831,0.7619047619047619,0.6870748299319729,84,weak
stage1,Sa Chen,Nelson Goerner,0.23913043478260831,0.7619047619047619,0.6870748299319729,84,weak
stage1,Momo Kodama,Ewa Pobłocka,0.23404255319148962,0.775,0.7062499999999999,80,weak
stage1,Michel Beroff,Piotr Paleczny,0.2280334728033473,0.7804878048780488,0.7156454491374182,82,weak
stage2,Robert McDonald,K. Popowa-Zydroń,0.224561403508772,0.6176470588235294,0.5069204152249135,34,weak
stage1,Michel Beroff,Nelson Goerner,0.2222222222222217,0.8095238095238095,0.7551020408163267,84,weak
stage1,Sa Chen,Piotr Paleczny,0.21972318339100322,0.7317073170731707,0.6561570493753719,82,weak
stage1,Momo Kodama,John Rink,0.21764705882352978,0.7738095238095238,0.7108843537414965,84,weak
stage1,Sa Chen,Robert McDonald,0.21686746987951844,0.7435897435897436,0.6725838264299802,78,weak
stage1,Akiko Ebi,Robert McDonald,0.2160804020100503,0.7948717948717948,0.7383300460223536,78,weak
stage1,Ewa Pobłocka,K. Popowa-Zydroń,0.21503330161750728,0.7066666666666667,0.626311111111111,75,weak
stage1,Yulianna Avdeeva,Michel Beroff,0.21301775147928984,0.7738095238095238,0.7125850340136055,84,weak
stage2,Krzysztof Jabłoński,Robert McDonald,0.21003134796238268,0.6111111111111112,0.507716049382716,36,weak
stage2,Momo Kodama,Robert McDonald,0.21003134796238268,0.6111111111111112,0.507716049382716,36,weak
stage2,Garrick Ohlsson,John Alison,0.20731707317073186,0.675,0.59,40,weak
stage2,Garrick Ohlsson,Kevin Kenner,0.20731707317073186,0.675,0.59,40,weak
stage1,Robert McDonald,Wojciech Świtała,0.20600858369098685,0.7297297297297297,0.6596055514974435,74,weak
stage2,Robert McDonald,John Rink,0.2050473186119874,0.6111111111111112,0.5108024691358025,36,weak
stage2,John Alison,Akiko Ebi,0.20212765957446804,0.625,0.53,40,weak
stage2,Sa Chen,Kevin Kenner,0.20212765957446804,0.625,0.53,40,weak
stage3,John Alison,Wojciech Świtała,0.19999999999999996,0.6,0.5,20,weak
stage3,Michel Beroff,Wojciech Świtała,0.19999999999999996,0.6,0.5,20,weak
stage3,Garrick Ohlsson,Kevin Kenner,0.19999999999999996,0.6,0.5,20,weak
stage3,John Alison,Michel Beroff,0.19999999999999996,0.6,0.5,20,weak
stage1,Michel Beroff,Ewa Pobłocka,0.1999999999999998,0.825,0.78125,80,weak
stage2,Akiko Ebi,K. Popowa-Zydroń,0.19718309859154942,0.6052631578947368,0.5083102493074791,38,weak
stage1,Krzysztof Jabłoński,Robert McDonald,0.19543973941368098,0.7564102564102564,0.6972386587771202,78,weak
stage3,Akiko Ebi,Nelson Goerner,0.19191919191919188,0.6,0.505,20,weak
stage3,Yulianna Avdeeva,Sa Chen,0.19191919191919188,0.6,0.505,20,weak
stage2,Michel Beroff,Nelson Goerner,0.18918918918918923,0.625,0.5375,40,weak
stage2,Michel Beroff,Wojciech Świtała,0.18918918918918923,0.625,0.5375,40,weak
stage2,Sa Chen,Momo Kodama,0.18918918918918923,0.625,0.5375,40,weak
stage1,Kevin Kenner,Robert McDonald,0.188034188034188,0.7466666666666667,0.6880000000000001,75,weak
stage2,Garrick Ohlsson,Ewa Pobłocka,0.18571428571428544,0.6842105263157895,0.6121883656509697,38,weak
stage2,Momo Kodama,Ewa Pobłocka,0.18571428571428544,0.6842105263157895,0.6121883656509697,38,weak
stage2,Krzysztof Jabłoński,K. Popowa-Zydroń,0.18338108882521498,0.6052631578947368,0.5166204986149584,38,weak
stage2,Akiko Ebi,Wojciech Świtała,0.1815856777493606,0.6,0.51125,40,weak
stage1,Kevin Kenner,Piotr Paleczny,0.17993079584775115,0.7721518987341772,0.7221599102707899,79,weak
stage1,Akiko Ebi,Kevin Kenner,0.1796083727211338,0.8148148148148148,0.7742722146014328,81,weak
stage2,John Alison,Dang Thai Son,0.176056338028169,0.6388888888888888,0.5617283950617283,36,weak
stage3,Sa Chen,Krzysztof Jabłoński,0.17525773195876282,0.6,0.515,20,weak
stage1,Nelson Goerner,Robert McDonald,0.1702127659574469,0.7692307692307693,0.7218934911242604,78,weak
stage2,Michel Beroff,K. Popowa-Zydroń,0.16909620991253646,0.6052631578947368,0.5249307479224377,38,weak
stage2,Kevin Kenner,Robert McDonald,0.16666666666666674,0.5833333333333334,0.5,36,weak
stage2,Yulianna Avdeeva,Robert McDonald,0.16666666666666674,0.5833333333333334,0.5,36,weak
stage2,Krzysztof Jabłoński,Kevin Kenner,0.16666666666666657,0.625,0.55,40,weak
stage1,Dang Thai Son,John Rink,0.16436637390213332,0.7567567567567568,0.7089116143170197,74,weak
stage2,Sa Chen,Dang Thai Son,0.15719063545150522,0.6111111111111112,0.5385802469135802,36,weak
stage2,Michel Beroff,Dang Thai Son,0.15719063545150522,0.6111111111111112,0.5385802469135802,36,weak
stage2,John Rink,Wojciech Świtała,0.15567282321899734,0.6,0.52625,40,weak
stage1,Kevin Kenner,Momo Kodama,0.15094339622641495,0.7530864197530864,0.7091906721536352,81,weak
stage1,Yulianna Avdeeva,John Rink,0.1506572295247723,0.7619047619047619,0.719671201814059,84,weak
stage1,John Alison,Nelson Goerner,0.14634146341463358,0.7619047619047619,0.7210884353741498,84,weak
stage1,Michel Beroff,Akiko Ebi,0.1438848920863311,0.7976190476190477,0.7636054421768708,84,weak
stage1,Nelson Goerner,John Rink,0.1438848920863311,0.7976190476190477,0.7636054421768708,84,weak
stage1,Dang Thai Son,Momo Kodama,0.143329658213892,0.7162162162162162,0.668736303871439,74,weak
stage1,Yulianna Avdeeva,Dang Thai Son,0.143329658213892,0.7162162162162162,0.668736303871439,74,weak
stage2,Garrick Ohlsson,Wojciech Świtała,0.14209115281501344,0.6,0.53375,40,weak
stage2,Yulianna Avdeeva,Nelson Goerner,0.13705583756345177,0.575,0.5075,40,weak
stage1,Akiko Ebi,Momo Kodama,0.13529411764705912,0.75,0.7108843537414965,84,weak
stage1,Yulianna Avdeeva,Sa Chen,0.1350906095551891,0.7023809523809523,0.6558956916099774,84,weak
stage1,John Alison,Yulianna Avdeeva,0.13285457809694765,0.7261904761904762,0.6842403628117915,84,weak
stage1,Yulianna Avdeeva,Nelson Goerner,0.13017751479289918,0.75,0.7125850340136055,84,weak
stage1,K. Popowa-Zydroń,Wojciech Świtała,0.12969283276450516,0.7733333333333333,0.7395555555555555,75,weak
stage2,Yulianna Avdeeva,Krzysztof Jabłoński,0.1282051282051282,0.575,0.5125,40,weak
stage2,Dang Thai Son,John Rink,0.12802768166089973,0.6111111111111112,0.5540123456790124,36,weak
stage2,John Alison,John Rink,0.12790697674418613,0.625,0.57,40,weak
stage2,Kevin Kenner,John Rink,0.12790697674418613,0.625,0.57,40,weak
stage1,Garrick Ohlsson,John Rink,0.1260115606936415,0.7857142857142857,0.7548185941043084,84,weak
stage1,Garrick Ohlsson,Akiko Ebi,0.1260115606936415,0.7857142857142857,0.7548185941043084,84,weak
stage2,Kevin Kenner,Momo Kodama,0.12500000000000033,0.65,0.5999999999999999,40,weak
stage2,John Alison,Momo Kodama,0.12500000000000033,0.65,0.5999999999999999,40,weak
stage2,Krzysztof Jabłoński,John Rink,0.12328767123287675,0.6,0.54375,40,weak
stage2,Ewa Pobłocka,Wojciech Świtała,0.12307692307692313,0.6052631578947368,0.5498614958448753,38,weak
stage1,Sa Chen,Kevin Kenner,0.1221674876847289,0.7283950617283951,0.6905959457399787,81,weak
stage1,Sa Chen,Ewa Pobłocka,0.11999999999999993,0.725,0.6875,80,weak
stage2,Yulianna Avdeeva,John Rink,0.11917098445595833,0.575,0.5175000000000001,40,weak
stage2,Garrick Ohlsson,Yulianna Avdeeva,0.10994764397905757,0.575,0.5225,40,weak
stage2,Kevin Kenner,Ewa Pobłocka,0.10738255033557026,0.631578947368421,0.5872576177285319,38,weak
stage1,Sa Chen,John Rink,0.10720887245841024,0.7261904761904762,0.6933106575963719,84,weak
stage1,Sa Chen,Akiko Ebi,0.10720887245841024,0.7261904761904762,0.6933106575963719,84,weak
stage2,Dang Thai Son,Ewa Pobłocka,0.10526315789473689,0.6176470588235294,0.5726643598615917,34,weak
stage2,Sa Chen,Robert McDonald,0.10280373831775702,0.5555555555555556,0.5046296296296297,36,weak
stage3,Akiko Ebi,Momo Kodama,0.10000000000000009,0.55,0.5,20,weak
stage3,John Alison,Akiko Ebi,0.10000000000000009,0.55,0.5,20,weak
stage3,Garrick Ohlsson,Sa Chen,0.10000000000000009,0.55,0.5,20,weak
stage3,Michel Beroff,Krzysztof Jabłoński,0.10000000000000009,0.55,0.5,20,weak
stage3,Krzysztof Jabłoński,Momo Kodama,0.10000000000000009,0.55,0.5,20,weak
stage3,Yulianna Avdeeva,Michel Beroff,0.10000000000000009,0.55,0.5,20,weak
stage3,Sa Chen,Kevin Kenner,0.10000000000000009,0.55,0.5,20,weak
stage3,Akiko Ebi,John Rink,0.10000000000000009,0.55,0.5,20,weak
stage3,Michel Beroff,Nelson Goerner,0.10000000000000009,0.55,0.5,20,weak
stage3,Michel Beroff,Sa Chen,0.10000000000000009,0.55,0.5,20,weak
stage2,Garrick Ohlsson,Krzysztof Jabłoński,0.09859154929577456,0.6,0.55625,40,weak
stage1,Michel Beroff,Robert McDonald,0.09744214372716219,0.7564102564102564,0.730111768573307,78,weak
stage2,Robert McDonald,Wojciech Świtała,0.09717868338558013,0.5555555555555556,0.507716049382716,36,weak
stage2,Akiko Ebi,Kevin Kenner,0.09574468085106369,0.575,0.53,40,weak
stage2,John Alison,Nelson Goerner,0.09574468085106369,0.575,0.53,40,weak
stage2,John Alison,Wojciech Świtała,0.09574468085106369,0.575,0.53,40,weak
stage2,John Alison,Sa Chen,0.09574468085106369,0.575,0.53,40,weak
stage2,Kevin Kenner,Wojciech Świtała,0.09574468085106369,0.575,0.53,40,weak
stage1,John Alison,Kevin Kenner,0.09294512877939515,0.7530864197530864,0.7277853985672916,81,weak
stage1,Dang Thai Son,Krzysztof Jabłoński,0.09290322580645115,0.7432432432432432,0.716946676406136,74,weak
stage2,John Alison,Robert McDonald,0.09148264984227125,0.5555555555555556,0.5108024691358025,36,weak
stage2,Michel Beroff,John Rink,0.09090909090909062,0.625,0.5875000000000001,40,weak
stage2,Nelson Goerner,K. Popowa-Zydroń,0.09014084507042279,0.5526315789473685,0.5083102493074791,38,weak
stage2,Akiko Ebi,Ewa Pobłocka,0.08982035928143722,0.5789473684210527,0.5373961218836565,38,weak
stage2,Momo Kodama,K. Popowa-Zydroń,0.08982035928143722,0.5789473684210527,0.5373961218836565,38,weak
stage1,Ewa Pobłocka,John Rink,0.08571428571428592,0.8,0.78125,80,weak
stage3,Yulianna Avdeeva,Wojciech Świtała,0.08163265306122457,0.55,0.51,20,weak
stage2,Michel Beroff,Akiko Ebi,0.08108108108108103,0.575,0.5375,40,weak
stage2,Michel Beroff,Sa Chen,0.08108108108108103,0.575,0.5375,40,weak
stage1,John Alison,Dang Thai Son,0.08022598870056526,0.7027027027027027,0.6767713659605551,74,weak
stage2,Krzysztof Jabłoński,Piotr Paleczny,0.0796460176991152,0.5897435897435898,0.554240631163708,39,weak
stage2,Sa Chen,Wojciech Świtała,0.07928388746803082,0.55,0.51125,40,weak
stage1,Garrick Ohlsson,Robert McDonald,0.07801418439716312,0.7435897435897436,0.7218934911242604,78,weak
stage1,Dang Thai Son,K. Popowa-Zydroń,0.07766990291262081,0.7285714285714285,0.7057142857142858,70,weak
stage1,Nelson Goerner,Piotr Paleczny,0.07518796992481185,0.7439024390243902,0.723081499107674,82,weak
stage1,Krzysztof Jabłoński,John Rink,0.07512953367875665,0.7976190476190477,0.7811791383219955,84,weak
stage1,Akiko Ebi,Krzysztof Jabłoński,0.07512953367875665,0.7976190476190477,0.7811791383219955,84,weak
stage1,Dang Thai Son,Kevin Kenner,0.07368421052631585,0.6944444444444444,0.6701388888888888,72,weak
stage1,Dang Thai Son,Nelson Goerner,0.07151819322459238,0.7297297297297297,0.7089116143170197,74,weak
stage1,Michel Beroff,Dang Thai Son,0.07151819322459238,0.7297297297297297,0.7089116143170197,74,weak
stage1,John Alison,Wojciech Świtała,0.07079646017699122,0.7375,0.7175,80,weak
stage1,Krzysztof Jabłoński,Wojciech Świtała,0.06849315068493105,0.7875,0.7718750000000001,80,weak
stage2,Akiko Ebi,Krzysztof Jabłoński,0.06493506493506494,0.55,0.51875,40,weak
stage2,Krzysztof Jabłoński,Wojciech Świtała,0.06493506493506494,0.55,0.51875,40,weak
stage2,Nelson Goerner,Krzysztof Jabłoński,0.06493506493506494,0.55,0.51875,40,weak
stage2,Sa Chen,Krzysztof Jabłoński,0.06493506493506494,0.55,0.51875,40,weak
stage2,Piotr Paleczny,K. Popowa-Zydroń,0.06329113924050651,0.5675675675675675,0.5383491599707815,37,weak
stage2,Yulianna Avdeeva,Kevin Kenner,0.06250000000000006,0.55,0.52,40,weak
stage1,John Alison,Michel Beroff,0.06097560975609726,0.7380952380952381,0.7210884353741498,84,weak
stage1,Robert McDonald,John Rink,0.06024096385542197,0.6923076923076923,0.6725838264299802,78,weak
stage1,Nelson Goerner,Krzysztof Jabłoński,0.059701492537313036,0.7857142857142857,0.772108843537415,84,weak
stage1,Michel Beroff,Krzysztof Jabłoński,0.059701492537313036,0.7857142857142857,0.772108843537415,84,weak
stage2,Nelson Goerner,Ewa Pobłocka,0.05830903790087478,0.5526315789473685,0.5249307479224377,38,weak
stage1,Michel Beroff,Kevin Kenner,0.054474708171206095,0.7777777777777778,0.7649748513946045,81,weak
stage1,Nelson Goerner,Kevin Kenner,0.054474708171206095,0.7777777777777778,0.7649748513946045,81,weak
stage2,Yulianna Avdeeva,Momo Kodama,0.052631578947368474,0.55,0.525,40,weak
stage2,Yulianna Avdeeva,Michel Beroff,0.052631578947368474,0.55,0.525,40,weak
stage1,Garrick Ohlsson,Ewa Pobłocka,0.05263157894736825,0.775,0.7625000000000001,80,weak
stage1,Akiko Ebi,Wojciech Świtała,0.0513833992094858,0.775,0.7628125000000001,80,weak
stage2,Garrick Ohlsson,John Rink,0.050445103857566745,0.6,0.57875,40,weak
stage2,Dang Thai Son,Kevin Kenner,0.049295774647887536,0.5833333333333334,0.5617283950617283,36,weak
stage1,Michel Beroff,John Rink,0.04316546762589933,0.7738095238095238,0.7636054421768708,84,weak
stage3,Krzysztof Jabłoński,Wojciech Świtała,0.04255319148936174,0.55,0.53,20,weak
stage2,Garrick Ohlsson,K. Popowa-Zydroń,0.041543026706231535,0.5526315789473685,0.5332409972299169,38,weak
stage1,Garrick Ohlsson,Piotr Paleczny,0.03873598369011201,0.7195121951219512,0.7082093991671624,82,weak
stage1,Momo Kodama,Piotr Paleczny,0.0361663652802891,0.6829268292682927,0.6710291493158835,82,weak
stage1,K. Popowa-Zydroń,John Rink,0.03596660244059099,0.759493670886076,0.750520749879827,79,weak
stage2,Yulianna Avdeeva,Sa Chen,0.03553299492385801,0.525,0.5075,40,weak
stage2,Yulianna Avdeeva,Akiko Ebi,0.03553299492385801,0.525,0.5075,40,weak
stage2,Robert McDonald,Ewa Pobłocka,0.035460992907801504,0.5294117647058824,0.5121107266435986,34,weak
stage2,Garrick Ohlsson,Nelson Goerner,0.034852546916890284,0.55,0.53375,40,weak
stage2,Krzysztof Jabłoński,Momo Kodama,0.02857142857142847,0.575,0.5625,40,weak
stage2,Dang Thai Son,Wojciech Świtała,0.02547770700636954,0.5277777777777778,0.5154320987654321,36,weak
stage1,Krzysztof Jabłoński,Ewa Pobłocka,0.024390243902439362,0.75,0.7437499999999999,80,weak
stage1,Momo Kodama,K. Popowa-Zydroń,0.01659751037344388,0.6962025316455697,0.6910751482134274,79,weak
stage1,Dang Thai Son,Robert McDonald,0.014285714285714159,0.6811594202898551,0.6765385423230414,69,weak
stage1,Garrick Ohlsson,Nelson Goerner,0.013422818791946324,0.75,0.7465986394557823,84,weak
stage1,Garrick Ohlsson,Michel Beroff,0.013422818791946324,0.75,0.7465986394557823,84,weak
stage1,John Alison,Sa Chen,0.013422818791946215,0.6666666666666666,0.6621315192743764,84,weak
stage1,John Alison,Ewa Pobłocka,0.011764705882353108,0.7375,0.734375,80,weak
stage2,Sa Chen,Piotr Paleczny,0.008474576271186482,0.5384615384615384,0.534516765285996,39,weak
stage1,Michel Beroff,K. Popowa-Zydroń,0.00240529164161179,0.7341772151898734,0.7335362922608556,79,weak
stage2,John Alison,Michel Beroff,2.7755575615628904e-16,0.6,0.5999999999999999,40,weak
stage3,Kevin Kenner,Momo Kodama,0.0,0.5,0.5,20,weak
stage3,Garrick Ohlsson,Wojciech Świtała,0.0,0.5,0.5,20,weak
stage3,Kevin Kenner,John Rink,0.0,0.5,0.5,20,weak
stage3,John Alison,Kevin Kenner,0.0,0.5,0.5,20,weak
stage3,Garrick Ohlsson,John Alison,0.0,0.5,0.5,20,weak
stage3,Garrick Ohlsson,John Rink,0.0,0.5,0.5,20,weak
stage3,Momo Kodama,Wojciech Świtała,0.0,0.5,0.5,20,weak
stage1,Yulianna Avdeeva,Krzysztof Jabłoński,-0.002074688796680432,0.7261904761904762,0.7267573696145124,84,weak
stage1,Dang Thai Son,Akiko Ebi,-0.0025806451612906257,0.7162162162162162,0.716946676406136,74,weak
stage2,Kevin Kenner,K. Popowa-Zydroń,-0.005882352941176651,0.5263157894736842,0.5290858725761773,38,weak
stage2,Dang Thai Son,Krzysztof Jabłoński,-0.006578947368421083,0.5277777777777778,0.5308641975308642,36,weak
stage1,Garrick Ohlsson,Sa Chen,-0.0071047957371223325,0.6785714285714286,0.6808390022675737,84,weak
stage1,Yulianna Avdeeva,Kevin Kenner,-0.008662696264212401,0.7160493827160493,0.7184880353604634,81,weak
stage2,Akiko Ebi,Robert McDonald,-0.009345794392523407,0.5,0.5046296296296297,36,weak
stage2,Garrick Ohlsson,Robert McDonald,-0.009345794392523407,0.5,0.5046296296296297,36,weak
stage1,John Alison,Piotr Paleczny,-0.009469696969696998,0.6829268292682927,0.6859012492563951,82,weak
stage2,Momo Kodama,Piotr Paleczny,-0.009708737864077444,0.5897435897435898,0.5936883629191321,39,weak
stage3,Sa Chen,Akiko Ebi,-0.01010101010101011,0.5,0.505,20,weak
stage3,Yulianna Avdeeva,Akiko Ebi,-0.01010101010101011,0.5,0.505,20,weak
stage2,Nelson Goerner,Kevin Kenner,-0.010638297872340436,0.525,0.53,40,weak
stage2,Dang Thai Son,Piotr Paleczny,-0.010830324909747422,0.5428571428571428,0.5477551020408163,35,weak
stage1,Krzysztof Jabłoński,Momo Kodama,-0.012048192771083953,0.7142857142857143,0.7176870748299319,84,weak
stage1,Robert McDonald,K. Popowa-Zydroń,-0.013218770654329243,0.7123287671232876,0.7160818164758866,73,weak
stage1,Piotr Paleczny,K. Popowa-Zydroń,-0.016806722689074943,0.7142857142857143,0.7190082644628097,77,weak
stage1,Yulianna Avdeeva,Akiko Ebi,-0.019211324570272994,0.7142857142857143,0.719671201814059,84,weak
stage2,Michel Beroff,Robert McDonald,-0.022082018927444894,0.5,0.5108024691358025,36,weak
stage2,Akiko Ebi,Piotr Paleczny,-0.024896265560166102,0.5128205128205128,0.52465483234714,39,weak
